Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	positive regulation of interleukin-6 production (GO:0032755)	2/43	0.0012092868136118387	0.01031937159651071	0	0	44.20177383592018	296.93533919051634	MAVS;DDX58
GO_Biological_Process_2018	positive regulation of macroautophagy (GO:0016239)	2/44	0.0012659452144418342	0.01031937159651071	0	0	43.14718614718615	287.87527450942133	PIP4K2C;IKBKG
GO_Biological_Process_2018	positive regulation of interleukin-8 production (GO:0032757)	2/44	0.0012659452144418342	0.01031937159651071	0	0	43.14718614718615	287.87527450942133	MAVS;DDX58
GO_Biological_Process_2018	positive regulation of tumor necrosis factor production (GO:0032760)	2/47	0.0014434314962566935	0.011420090367442666	0	0	40.26464646464647	263.3602622718241	MAVS;DDX58
GO_Biological_Process_2018	positive regulation of protein import into nucleus (GO:0042307)	2/53	0.0018319495647649273	0.014079840940621868	0	0	35.51693404634581	223.84102098830968	MAVS;DDX58
GO_Biological_Process_2018	positive regulation of response to stimulus (GO:0048584)	2/54	0.0019010182402282487	0.014204830739483303	0	0	34.83216783216783	218.23626682147088	MAVS;DDX58
GO_Biological_Process_2018	positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)	3/215	0.002098790296187255	0.015258772693901934	0	0	13.318059299191376	82.12440294746015	MAVS;DDX58;IKBKG
GO_Biological_Process_2018	positive regulation of cytokine production (GO:0001819)	3/220	0.002240551576535181	0.015860746686525363	0	0	13.007899934167217	79.3616294113957	MAVS;IRF3;DDX58
GO_Biological_Process_2018	cellular response to type I interferon (GO:0071357)	2/65	0.0027410497923989	0.0184335598538826	0	0	28.734487734487733	169.5166477304521	IRF3;IRF2
GO_Biological_Process_2018	type I interferon signaling pathway (GO:0060337)	2/65	0.0027410497923989	0.0184335598538826	0	0	28.734487734487733	169.5166477304521	IRF3;IRF2
GO_Biological_Process_2018	protein ubiquitination (GO:0016567)	4/506	0.0028774203899501285	0.018816306078447118	0	0	7.758565737051794	45.39429033969984	RNF135;FBXW7;KLHL15;FBXO11
GO_Biological_Process_2018	positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	5/848	0.0029378619155939747	0.018816306078447118	0	0	5.972716488730724	34.82137434285273	MAVS;IRF3;DDX58;IRF2;IKBKG
GO_Biological_Process_2018	interferon-gamma-mediated signaling pathway (GO:0060333)	2/70	0.0031709078149766263	0.0198366093541561	0	0	26.614973262032084	153.13556586345413	IRF3;IRF2
GO_Biological_Process_2018	positive regulation of cytokine secretion (GO:0050715)	2/73	0.003443021824756739	0.021049383428626424	0	0	25.486555697823306	144.54459867933434	MAVS;DDX58
GO_Biological_Process_2018	protein modification process (GO:0036211)	2/84	0.004530563102069862	0.02662500618398277	0	0	22.055432372505546	119.03116239903576	SLC35A1;FBXO11
GO_Biological_Process_2018	protein polyubiquitination (GO:0000209)	3/283	0.004552975035179209	0.02662500618398277	0	0	10.048979591836737	54.183840763620914	FZR1;FBXW7;FBXO11
GO_Biological_Process_2018	calcium ion homeostasis (GO:0055074)	2/87	0.004851333763918145	0.027187682968624602	0	0	21.27379679144385	113.35746043209623	ATP13A1;ATP2B1
GO_Biological_Process_2018	positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000060)	2/87	0.004851333763918145	0.027187682968624602	0	0	21.27379679144385	113.35746043209623	FZR1;FBXW7
GO_Biological_Process_2018	cellular metal ion homeostasis (GO:0006875)	2/96	0.005874692763526639	0.032250864354870734	0	0	19.228239845261122	98.77742005697412	ATP13A1;ATP2B1
GO_Biological_Process_2018	cellular divalent inorganic cation homeostasis (GO:0072503)	2/101	0.0064822717309310956	0.03448601555628715	0	0	18.252525252525253	91.9687115910082	ATP13A1;ATP2B1
GO_Biological_Process_2018	regulation of transcription from RNA polymerase II promoter (GO:0006357)	6/1478	0.006819698575726036	0.03448601555628715	0	0	4.190217391304348	20.90055295661828	NCOR2;MAVS;IRF3;DDX58;IRF2;IKBKG
GO_Biological_Process_2018	cellular response to DNA damage stimulus (GO:0006974)	3/329	0.00691039401924051	0.03448601555628715	0	0	8.610867659947415	42.83672980156824	IRF3;IKBKG;PDS5A
GO_Biological_Process_2018	regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway (GO:1903376)	1/6	0.0071792448741713035	0.03448601555628715	0	0	173.66086956521735	857.2874884567655	FBXW7
GO_Biological_Process_2018	positive regulation of protein import into nucleus, translocation (GO:0033160)	1/6	0.0071792448741713035	0.03448601555628715	0	0	173.66086956521735	857.2874884567655	MAVS
GO_Biological_Process_2018	regulation of osteoclast development (GO:2001204)	1/6	0.0071792448741713035	0.03448601555628715	0	0	173.66086956521735	857.2874884567655	FBXW7
GO_Biological_Process_2018	SRP-dependent cotranslational protein targeting to membrane, translocation (GO:0006616)	1/6	0.0071792448741713035	0.03448601555628715	0	0	173.66086956521735	857.2874884567655	SEC61B
GO_Biological_Process_2018	regulation of cytokine production (GO:0001817)	2/108	0.007378972375830232	0.034823571387690044	0	0	17.041166380789022	83.65714594713813	IRF3;DDX58
GO_Biological_Process_2018	regulation of DNA endoreduplication (GO:0032875)	1/7	0.00837097899164431	0.03674274016016315	0	0	144.71014492753622	692.1463710595567	FBXW7
GO_Biological_Process_2018	negative regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903799)	1/7	0.00837097899164431	0.03674274016016315	0	0	144.71014492753622	692.1463710595567	NCOR2
GO_Biological_Process_2018	posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620)	1/7	0.00837097899164431	0.03674274016016315	0	0	144.71014492753622	692.1463710595567	SEC61B
GO_Biological_Process_2018	positive regulation of type I interferon-mediated signaling pathway (GO:0060340)	1/7	0.00837097899164431	0.03674274016016315	0	0	144.71014492753622	692.1463710595567	MAVS
GO_Biological_Process_2018	cellular response to interferon-gamma (GO:0071346)	2/116	0.008468586951413068	0.03674274016016315	0	0	15.83891547049442	75.57366845167758	IRF3;IRF2
GO_Biological_Process_2018	cellular calcium ion homeostasis (GO:0006874)	2/123	0.009477732027101848	0.039569249093777	0	0	14.917355371900827	69.49712779600968	ATP13A1;ATP2B1
GO_Biological_Process_2018	positive regulation of transcription, DNA-templated (GO:0045893)	5/1120	0.009510979258183413	0.039569249093777	0	0	4.4514987019117305	20.72309946122475	MAVS;IRF3;DDX58;IRF2;IKBKG
GO_Biological_Process_2018	negative regulation of double-strand break repair via homologous recombination (GO:2000042)	1/8	0.009561342717827156	0.039569249093777	0	0	124.03105590062113	576.7477724354015	KLHL15
GO_Biological_Process_2018	positive regulation of autophagosome assembly (GO:2000786)	1/9	0.010750337464808102	0.04316180265721462	0	0	108.52173913043478	491.90930693624915	PIP4K2C
GO_Biological_Process_2018	anoikis (GO:0043276)	1/9	0.010750337464808102	0.04316180265721462	0	0	108.52173913043478	491.90930693624915	IKBKG
GO_Biological_Process_2018	positive regulation of epidermal growth factor-activated receptor activity (GO:0045741)	1/10	0.011937964668319787	0.04399058213394552	0	0	96.45893719806764	427.12322672632035	FBXW7
GO_Biological_Process_2018	positive regulation of vacuole organization (GO:0044090)	1/10	0.011937964668319787	0.04399058213394552	0	0	96.45893719806764	427.12322672632035	PIP4K2C
GO_Biological_Process_2018	N-acetylneuraminate metabolic process (GO:0006054)	1/10	0.011937964668319787	0.04399058213394552	0	0	96.45893719806764	427.12322672632035	GNE
GO_Biological_Process_2018	cardiovascular system development (GO:0072358)	1/10	0.011937964668319787	0.04399058213394552	0	0	96.45893719806764	427.12322672632035	FBXW7
GO_Biological_Process_2018	negative regulation of gene silencing by miRNA (GO:0060965)	1/10	0.011937964668319787	0.04399058213394552	0	0	96.45893719806764	427.12322672632035	NCOR2
GO_Biological_Process_2018	amino sugar metabolic process (GO:0006040)	1/10	0.011937964668319787	0.04399058213394552	0	0	96.45893719806764	427.12322672632035	GNE
GO_Biological_Process_2018	modification-dependent protein catabolic process (GO:0019941)	2/141	0.0123053319610333	0.04473154456105348	0	0	12.97383911052976	57.055345695655575	KLHL15;FBXO11
GO_Biological_Process_2018	intracellular protein transmembrane transport (GO:0065002)	1/11	0.013124225781325726	0.04707222313568827	0	0	86.8086956521739	376.1677267870623	SEC61B
GO_Biological_Process_2018	protein stabilization (GO:0050821)	2/152	0.014193528921186131	0.04872346692509071	0	0	12.015757575757576	51.12667753459453	COG7;FBXW7
GO_Biological_Process_2018	regulation of protein import into nucleus, translocation (GO:0033158)	1/12	0.014309122256811024	0.04872346692509071	0	0	78.91304347826087	335.1324919763037	MAVS
GO_Biological_Process_2018	signal transduction involved in G2 DNA damage checkpoint (GO:0072425)	1/12	0.014309122256811024	0.04872346692509071	0	0	78.91304347826087	335.1324919763037	FZR1
GO_Biological_Process_2018	positive regulation of granulocyte macrophage colony-stimulating factor production (GO:0032725)	1/12	0.014309122256811024	0.04872346692509071	0	0	78.91304347826087	335.1324919763037	DDX58
GO_Biological_Process_2018	signal transduction involved in DNA damage checkpoint (GO:0072422)	1/13	0.015492655566166282	0.050211136714442516	0	0	72.33333333333333	301.441152263015	FZR1
GO_Biological_Process_2018	regulation of triglyceride biosynthetic process (GO:0010866)	1/13	0.015492655566166282	0.050211136714442516	0	0	72.33333333333333	301.441152263015	FBXW7
GO_Biological_Process_2018	regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)	1/13	0.015492655566166282	0.050211136714442516	0	0	72.33333333333333	301.441152263015	NCOR2
GO_Biological_Process_2018	regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645)	1/13	0.015492655566166282	0.050211136714442516	0	0	72.33333333333333	301.441152263015	DDX58
GO_Biological_Process_2018	positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	2/163	0.016199378750638527	0.05187658195144957	0	0	11.188594014680971	46.12813833012704	MAVS;IKBKG
GO_Biological_Process_2018	mitotic sister chromatid cohesion (GO:0007064)	1/15	0.017855638565236642	0.054581440614189285	0	0	61.99378881987578	249.55202523941097	PDS5A
GO_Biological_Process_2018	negative regulation of DNA-dependent DNA replication (GO:2000104)	1/15	0.017855638565236642	0.054581440614189285	0	0	61.99378881987578	249.55202523941097	FBXW7
GO_Biological_Process_2018	vasculature development (GO:0001944)	1/15	0.017855638565236642	0.054581440614189285	0	0	61.99378881987578	249.55202523941097	FBXW7
GO_Biological_Process_2018	negative regulation of RNA metabolic process (GO:0051253)	1/15	0.017855638565236642	0.054581440614189285	0	0	61.99378881987578	249.55202523941097	NCOR2
GO_Biological_Process_2018	regulation of cell cycle phase transition (GO:1901987)	1/16	0.019035091206061276	0.055656951461200886	0	0	57.85797101449276	229.20267994354347	FBXW7
GO_Biological_Process_2018	endoplasmic reticulum to cytosol transport (GO:1903513)	1/16	0.019035091206061276	0.055656951461200886	0	0	57.85797101449276	229.20267994354347	SEC61B
GO_Biological_Process_2018	negative regulation of DNA recombination (GO:0045910)	1/16	0.019035091206061276	0.055656951461200886	0	0	57.85797101449276	229.20267994354347	KLHL15
GO_Biological_Process_2018	negative regulation of DNA replication (GO:0008156)	1/16	0.019035091206061276	0.055656951461200886	0	0	57.85797101449276	229.20267994354347	PDS5A
GO_Biological_Process_2018	negative regulation of lipid biosynthetic process (GO:0051055)	1/17	0.020213186577968428	0.05784411903695221	0	0	54.23913043478261	211.60963296162686	FBXW7
GO_Biological_Process_2018	negative regulation of cell development (GO:0010721)	1/17	0.020213186577968428	0.05784411903695221	0	0	54.23913043478261	211.60963296162686	FBXW7
GO_Biological_Process_2018	retrograde protein transport, ER to cytosol (GO:0030970)	1/18	0.02138992615773652	0.0599363555878242	0	0	51.0460358056266	196.26359569838613	SEC61B
GO_Biological_Process_2018	negative regulation of osteoclast differentiation (GO:0045671)	1/18	0.02138992615773652	0.0599363555878242	0	0	51.0460358056266	196.26359569838613	FBXW7
GO_Biological_Process_2018	negative regulation of double-strand break repair (GO:2000780)	1/19	0.02256531142960272	0.0613138260056882	0	0	48.20772946859904	182.7719626724847	KLHL15
GO_Biological_Process_2018	protein exit from endoplasmic reticulum (GO:0032527)	1/19	0.02256531142960272	0.0613138260056882	0	0	48.20772946859904	182.7719626724847	SEC61B
GO_Biological_Process_2018	positive regulation of neuron apoptotic process (GO:0043525)	1/19	0.02256531142960272	0.0613138260056882	0	0	48.20772946859904	182.7719626724847	FBXW7
GO_Biological_Process_2018	regulation of autophagy (GO:0010506)	2/203	0.024435936720001727	0.06567857586372698	0	0	8.943916779737675	33.197139612521894	FBXW7;PIP4K2C
GO_Biological_Process_2018	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	2/204	0.024659985733220903	0.06567857586372698	0	0	8.899189918991901	32.949903517730235	MAVS;IKBKG
GO_Biological_Process_2018	cellular response to misfolded protein (GO:0071218)	1/21	0.0249120249496479	0.06569935991622829	0	0	43.38260869565217	160.18614661402282	KLHL15
GO_Biological_Process_2018	positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)	1/22	0.026083356159203226	0.06812060977500647	0	0	41.31469979296066	150.6523119223657	FBXW7
GO_Biological_Process_2018	protein localization to Golgi apparatus (GO:0034067)	1/23	0.027253338971820428	0.0704918094559586	0	0	39.43478260869565	142.06692893534887	COG7
GO_Biological_Process_2018	ion transmembrane transport (GO:0034220)	2/219	0.02812192006768876	0.07079177072980128	0	0	8.277754503560956	29.56156599634611	ATP13A1;ATP2B1
GO_Biological_Process_2018	regulation of epidermal growth factor-activated receptor activity (GO:0007176)	1/24	0.028421974865496424	0.07079177072980128	0	0	37.71833648393195	134.29963241477128	FBXW7
GO_Biological_Process_2018	cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	1/24	0.028421974865496424	0.07079177072980128	0	0	37.71833648393195	134.29963241477128	IKBKG
GO_Biological_Process_2018	regulation of cell cycle G1/S phase transition (GO:1902806)	1/24	0.028421974865496424	0.07079177072980128	0	0	37.71833648393195	134.29963241477128	FBXW7
GO_Biological_Process_2018	protein import into nucleus, translocation (GO:0000060)	1/25	0.029589265313707244	0.07091442711545025	0	0	36.14492753623188	127.2425658336615	SEC61B
GO_Biological_Process_2018	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	1/25	0.029589265313707244	0.07091442711545025	0	0	36.14492753623188	127.2425658336615	IKBKG
GO_Biological_Process_2018	regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000058)	1/25	0.029589265313707244	0.07091442711545025	0	0	36.14492753623188	127.2425658336615	FBXW7
GO_Biological_Process_2018	misfolded or incompletely synthesized protein catabolic process (GO:0006515)	1/25	0.029589265313707244	0.07091442711545025	0	0	36.14492753623188	127.2425658336615	KLHL15
GO_Biological_Process_2018	cellular protein modification process (GO:0006464)	4/1001	0.029789331836601776	0.07091442711545025	0	0	3.807221664994985	13.377072855990331	SLC35A1;COG7;FBXW7;FBXO11
GO_Biological_Process_2018	apoptotic process (GO:0006915)	2/231	0.031024833677912676	0.07320772157332026	0	0	7.839221913457721	27.225361431954646	IRF3;IKBKG
GO_Biological_Process_2018	regulation of double-strand break repair via homologous recombination (GO:0010569)	1/27	0.03191981578702488	0.0740209521268077	0	0	33.36120401337793	114.91361059553887	KLHL15
GO_Biological_Process_2018	regulation of autophagy of mitochondrion (GO:1903146)	1/27	0.03191981578702488	0.0740209521268077	0	0	33.36120401337793	114.91361059553887	FBXW7
GO_Biological_Process_2018	nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	1/28	0.03308307875727454	0.07478443853535169	0	0	32.12399355877617	109.50212795754759	IKBKG
GO_Biological_Process_2018	positive regulation of protein tyrosine kinase activity (GO:0061098)	1/28	0.03308307875727454	0.07478443853535169	0	0	32.12399355877617	109.50212795754759	FBXW7
GO_Biological_Process_2018	protein K11-linked ubiquitination (GO:0070979)	1/28	0.03308307875727454	0.07478443853535169	0	0	32.12399355877617	109.50212795754759	FZR1
GO_Biological_Process_2018	negative regulation of Notch signaling pathway (GO:0045746)	1/29	0.03424500218236718	0.07613145113270059	0	0	30.975155279503106	104.51682262493935	FBXW7
GO_Biological_Process_2018	positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742)	1/29	0.03424500218236718	0.07613145113270059	0	0	30.975155279503106	104.51682262493935	FBXW7
GO_Biological_Process_2018	regulation of ubiquitin-protein transferase activity (GO:0051438)	1/31	0.03656483627172508	0.08062246686142663	0	0	28.9072463768116	95.64448851318151	FBXW7
GO_Biological_Process_2018	G2 DNA damage checkpoint (GO:0031572)	1/32	0.03772274987998822	0.08183402998158736	0	0	27.97335203366059	91.6824353057917	FZR1
GO_Biological_Process_2018	positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	1/32	0.03772274987998822	0.08183402998158736	0	0	27.97335203366059	91.6824353057917	MAVS
GO_Biological_Process_2018	regulation of autophagosome assembly (GO:2000785)	1/33	0.0388793298193351	0.08191964904364027	0	0	27.097826086956523	87.994568412846	PIP4K2C
GO_Biological_Process_2018	positive regulation of cytokine-mediated signaling pathway (GO:0001961)	1/33	0.0388793298193351	0.08191964904364027	0	0	27.097826086956523	87.994568412846	MAVS
GO_Biological_Process_2018	carboxylic acid metabolic process (GO:0019752)	1/33	0.0388793298193351	0.08191964904364027	0	0	27.097826086956523	87.994568412846	GNE
GO_Biological_Process_2018	cytokine-mediated signaling pathway (GO:0019221)	3/633	0.03898035344827493	0.08191964904364027	0	0	4.3868480725623575	14.233995050769904	IRF3;IRF2;IKBKG
GO_Biological_Process_2018	positive regulation of chemokine production (GO:0032722)	1/34	0.04003457755707583	0.08348295630118914	0	0	26.27536231884058	84.55442492330164	MAVS
GO_Biological_Process_2018	regulation of ubiquitin protein ligase activity (GO:1904666)	1/36	0.04234108228264462	0.08761347026178003	0	0	24.771428571428572	78.32719402267634	FZR1
GO_Biological_Process_2018	positive regulation of receptor activity (GO:2000273)	1/37	0.04349234219507745	0.08930870267538805	0	0	24.082125603864736	75.50156731119475	FBXW7
GO_Biological_Process_2018	positive regulation of innate immune response (GO:0045089)	1/38	0.04464227575868457	0.09029152014350487	0	0	23.43008225616921	72.84585913763358	MAVS
GO_Biological_Process_2018	chemical homeostasis (GO:0048878)	1/38	0.04464227575868457	0.09029152014350487	0	0	23.43008225616921	72.84585913763358	FBXW7
GO_Biological_Process_2018	regulation of type I interferon-mediated signaling pathway (GO:0060338)	1/39	0.04579088442720472	0.09124257711791164	0	0	22.812356979405035	70.34578626791965	MAVS
GO_Biological_Process_2018	regulation of proteasomal protein catabolic process (GO:0061136)	1/39	0.04579088442720472	0.09124257711791164	0	0	22.812356979405035	70.34578626791965	FBXW7
GO_Biological_Process_2018	ion transport (GO:0006811)	2/289	0.04660738860374543	0.09218667304711413	0	0	6.23661704149509	19.121444129438533	ATP13A1;ATP2B1
GO_Biological_Process_2018	regulation of protein localization (GO:0032880)	1/41	0.04808413292751671	0.0944133704927153	0	0	21.669565217391305	65.76286224679887	FBXW7
GO_Biological_Process_2018	regulation of interleukin-6 production (GO:0032675)	1/42	0.04922877567032696	0.09596043953128952	0	0	21.139978791092254	63.658330965053146	DDX58
GO_Biological_Process_2018	negative regulation of DNA metabolic process (GO:0051053)	1/43	0.050372099341792924	0.09748269584850572	0	0	20.635610766045552	61.66576382608654	PDS5A
GO_Biological_Process_2018	negative regulation of cellular biosynthetic process (GO:0031327)	1/47	0.05493223240240348	0.1047997908953655	0	0	18.83742911153119	54.65972021027424	FBXW7
GO_Biological_Process_2018	positive regulation of organelle assembly (GO:1902117)	1/47	0.05493223240240348	0.1047997908953655	0	0	18.83742911153119	54.65972021027424	PIP4K2C
GO_Biological_Process_2018	regulation of mitochondrion organization (GO:0010821)	1/48	0.056068982498469665	0.10621518515555167	0	0	18.435707678075854	53.1164542750393	FBXW7
GO_Biological_Process_2018	lipid homeostasis (GO:0055088)	1/49	0.057204422219257416	0.10760831872014157	0	0	18.05072463768116	51.645362778983234	FBXW7
GO_Biological_Process_2018	negative regulation of viral genome replication (GO:0045071)	1/50	0.05833855301300996	0.10897965805902557	0	0	17.68145519077196	50.2417155506286	MAVS
GO_Biological_Process_2018	ubiquitin-dependent protein catabolic process (GO:0006511)	2/341	0.06253630183509151	0.1160156220251008	0	0	5.2660230624832405	14.59745838121898	KLHL15;FBXO11
GO_Biological_Process_2018	regulation of cellular catabolic process (GO:0031329)	1/55	0.06398962346016047	0.11789868979988473	0	0	16.0402576489533	44.09521913474902	PIP4K2C
GO_Biological_Process_2018	intracellular protein transport (GO:0006886)	2/347	0.0644809117683849	0.11799568207956147	0	0	5.172859025032939	14.180803520985215	COG7;SEC61B
GO_Biological_Process_2018	regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	1/56	0.06511593090620864	0.11835260414709545	0	0	15.747826086956522	43.01654198332297	IKBKG
GO_Biological_Process_2018	IRE1-mediated unfolded protein response (GO:0036498)	1/57	0.06624093948786851	0.11879208481491085	0	0	15.465838509316768	41.981347198326795	SEC61B
GO_Biological_Process_2018	I-kappaB kinase/NF-kappaB signaling (GO:0007249)	1/57	0.06624093948786851	0.11879208481491085	0	0	15.465838509316768	41.981347198326795	IKBKG
GO_Biological_Process_2018	ubiquitin-dependent ERAD pathway (GO:0030433)	1/58	0.06736465064138245	0.11993113725655677	0	0	15.193745232646835	40.98717694310057	SEC61B
GO_Biological_Process_2018	post-translational protein modification (GO:0043687)	2/357	0.06776778015983878	0.11993113725655677	0	0	5.0245838668373874	13.52451369725364	FBXW7;FBXO11
GO_Biological_Process_2018	regulation of DNA replication (GO:0006275)	1/61	0.07072801379063967	0.1227473271592392	0	0	14.431884057971015	38.228813231706546	PDS5A
GO_Biological_Process_2018	negative regulation of viral life cycle (GO:1903901)	1/61	0.07072801379063967	0.1227473271592392	0	0	14.431884057971015	38.228813231706546	MAVS
GO_Biological_Process_2018	regulation of tumor necrosis factor production (GO:0032680)	1/61	0.07072801379063967	0.1227473271592392	0	0	14.431884057971015	38.228813231706546	MAVS
GO_Biological_Process_2018	stress-activated MAPK cascade (GO:0051403)	1/62	0.0718465495096426	0.1231001389687507	0	0	14.194583036350675	37.377498142539395	IKBKG
