Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	positive regulation of cellular catabolic process (GO:0031331)	2/106	0.008958439658800289	0.05739578898345672	0	0	15.283846153846154	72.06576799296013	FLCN;VPS11
GO_Biological_Process_2018	radial glial cell differentiation (GO:0060019)	1/7	0.009413120536176649	0.05739578898345672	0	0	127.99358974358972	597.1733894173036	STAT3
GO_Biological_Process_2018	regulation of alpha-beta T cell differentiation (GO:0046637)	1/7	0.009413120536176649	0.05739578898345672	0	0	127.99358974358972	597.1733894173036	PRDM1
GO_Biological_Process_2018	cellular response to leptin stimulus (GO:0044320)	1/7	0.009413120536176649	0.05739578898345672	0	0	127.99358974358972	597.1733894173036	STAT3
GO_Biological_Process_2018	cellular protein localization (GO:0034613)	3/327	0.009472956559967705	0.05739578898345672	0	0	7.580632716049383	35.320549793559955	RRAGC;LAMTOR2;LAMTOR3
GO_Biological_Process_2018	chromatin remodeling (GO:0006338)	2/116	0.01064876657990035	0.05739578898345672	0	0	13.936140350877194	63.30228650685983	TADA2B;TAF6L
GO_Biological_Process_2018	negative regulation of potassium ion transmembrane transporter activity (GO:1901017)	1/8	0.010750872860949598	0.05739578898345672	0	0	109.7032967032967	497.2596291400037	CAB39
GO_Biological_Process_2018	interleukin-21-mediated signaling pathway (GO:0038114)	1/8	0.010750872860949598	0.05739578898345672	0	0	109.7032967032967	497.2596291400037	STAT3
GO_Biological_Process_2018	T-helper cell lineage commitment (GO:0002295)	1/8	0.010750872860949598	0.05739578898345672	0	0	109.7032967032967	497.2596291400037	STAT3
GO_Biological_Process_2018	kinetochore assembly (GO:0051382)	1/8	0.010750872860949598	0.05739578898345672	0	0	109.7032967032967	497.2596291400037	POGZ
GO_Biological_Process_2018	establishment of Golgi localization (GO:0051683)	1/8	0.010750872860949598	0.05739578898345672	0	0	109.7032967032967	497.2596291400037	PDCD10
GO_Biological_Process_2018	DNA damage induced protein phosphorylation (GO:0006975)	1/8	0.010750872860949598	0.05739578898345672	0	0	109.7032967032967	497.2596291400037	MAP2K6
GO_Biological_Process_2018	cellular response to interleukin-21 (GO:0098757)	1/8	0.010750872860949598	0.05739578898345672	0	0	109.7032967032967	497.2596291400037	STAT3
GO_Biological_Process_2018	regulation of ATP biosynthetic process (GO:2001169)	1/8	0.010750872860949598	0.05739578898345672	0	0	109.7032967032967	497.2596291400037	FLCN
GO_Biological_Process_2018	positive regulation of early endosome to late endosome transport (GO:2000643)	1/8	0.010750872860949598	0.05739578898345672	0	0	109.7032967032967	497.2596291400037	VPS11
GO_Biological_Process_2018	leptin-mediated signaling pathway (GO:0033210)	1/8	0.010750872860949598	0.05739578898345672	0	0	109.7032967032967	497.2596291400037	STAT3
GO_Biological_Process_2018	T-helper 17 cell differentiation (GO:0072539)	1/8	0.010750872860949598	0.05739578898345672	0	0	109.7032967032967	497.2596291400037	STAT3
GO_Biological_Process_2018	response to leptin (GO:0044321)	1/8	0.010750872860949598	0.05739578898345672	0	0	109.7032967032967	497.2596291400037	STAT3
GO_Biological_Process_2018	interleukin-23-mediated signaling pathway (GO:0038155)	1/9	0.012086885938503105	0.05801977015581755	0	0	95.98557692307692	423.83719817033136	STAT3
GO_Biological_Process_2018	regulation of natural killer cell activation (GO:0032814)	1/9	0.012086885938503105	0.05801977015581755	0	0	95.98557692307692	423.83719817033136	PRDM1
GO_Biological_Process_2018	positive regulation of phosphorylation of RNA polymerase II C-terminal domain (GO:1901409)	1/9	0.012086885938503105	0.05801977015581755	0	0	95.98557692307692	423.83719817033136	CCNC
GO_Biological_Process_2018	protein localization to vacuole (GO:0072665)	1/9	0.012086885938503105	0.05801977015581755	0	0	95.98557692307692	423.83719817033136	LAMTOR5
GO_Biological_Process_2018	Golgi inheritance (GO:0048313)	1/9	0.012086885938503105	0.05801977015581755	0	0	95.98557692307692	423.83719817033136	PDCD10
GO_Biological_Process_2018	negative regulation of potassium ion transmembrane transport (GO:1901380)	1/9	0.012086885938503105	0.05801977015581755	0	0	95.98557692307692	423.83719817033136	CAB39
GO_Biological_Process_2018	negative regulation of macromolecule metabolic process (GO:0010605)	2/124	0.012094755712239913	0.05801977015581755	0	0	13.017049180327867	57.47005517001714	FLCN;PDCD10
GO_Biological_Process_2018	cellular response to growth hormone stimulus (GO:0071378)	1/10	0.013421161865694831	0.058136614431507215	0	0	85.3162393162393	367.7917019980768	STAT3
GO_Biological_Process_2018	positive regulation of cytoplasmic transport (GO:1903651)	1/10	0.013421161865694831	0.058136614431507215	0	0	85.3162393162393	367.7917019980768	VPS11
GO_Biological_Process_2018	positive regulation of posttranscriptional gene silencing (GO:0060148)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	STAT3
GO_Biological_Process_2018	miRNA mediated inhibition of translation (GO:0035278)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	STAT3
GO_Biological_Process_2018	negative regulation of translation, ncRNA-mediated (GO:0040033)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	STAT3
GO_Biological_Process_2018	interleukin-27-mediated signaling pathway (GO:0070106)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	STAT3
GO_Biological_Process_2018	interleukin-35-mediated signaling pathway (GO:0070757)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	STAT3
GO_Biological_Process_2018	negative regulation of potassium ion transport (GO:0043267)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	CAB39
GO_Biological_Process_2018	intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	PDCD10
GO_Biological_Process_2018	regulation of feeding behavior (GO:0060259)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	STAT3
GO_Biological_Process_2018	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	PDCD10
GO_Biological_Process_2018	regulation of chromatin binding (GO:0035561)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	BTAF1
GO_Biological_Process_2018	negative regulation of protein localization to nucleus (GO:1900181)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	FLCN
GO_Biological_Process_2018	regulation of phosphorylation of RNA polymerase II C-terminal domain (GO:1901407)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	CCNC
GO_Biological_Process_2018	RNA polymerase II transcriptional preinitiation complex assembly (GO:0051123)	1/11	0.014753702756032041	0.058136614431507215	0	0	76.78076923076924	323.7277777065472	TAF6L
GO_Biological_Process_2018	Golgi localization (GO:0051645)	1/12	0.016084510729761806	0.05964663427595258	0	0	69.7972027972028	288.2553656873905	PDCD10
GO_Biological_Process_2018	kinetochore organization (GO:0051383)	1/12	0.016084510729761806	0.05964663427595258	0	0	69.7972027972028	288.2553656873905	POGZ
GO_Biological_Process_2018	negative regulation of ATP metabolic process (GO:1903579)	1/12	0.016084510729761806	0.05964663427595258	0	0	69.7972027972028	288.2553656873905	FLCN
GO_Biological_Process_2018	serine family amino acid biosynthetic process (GO:0009070)	1/12	0.016084510729761806	0.05964663427595258	0	0	69.7972027972028	288.2553656873905	SEPHS1
GO_Biological_Process_2018	eye photoreceptor cell differentiation (GO:0001754)	1/12	0.016084510729761806	0.05964663427595258	0	0	69.7972027972028	288.2553656873905	STAT3
GO_Biological_Process_2018	negative regulation of programmed cell death (GO:0043069)	3/408	0.017148098493789832	0.05964663427595258	0	0	6.0395061728395065	24.55583480250759	PDCD10;STAT3;LAMTOR5
GO_Biological_Process_2018	vesicle-mediated transport (GO:0016192)	3/410	0.01737113763451743	0.05964663427595258	0	0	6.009213759213758	24.35501410119237	VPS11;VPS39;VPS16
GO_Biological_Process_2018	DNA-templated transcriptional preinitiation complex assembly (GO:0070897)	1/13	0.017413587917646568	0.05964663427595258	0	0	63.97756410256411	259.14140891073174	TAF6L
GO_Biological_Process_2018	cellular response to interleukin-15 (GO:0071350)	1/13	0.017413587917646568	0.05964663427595258	0	0	63.97756410256411	259.14140891073174	STAT3
GO_Biological_Process_2018	interleukin-15-mediated signaling pathway (GO:0035723)	1/13	0.017413587917646568	0.05964663427595258	0	0	63.97756410256411	259.14140891073174	STAT3
GO_Biological_Process_2018	positive regulation of intracellular protein transport (GO:0090316)	2/152	0.01778474130095642	0.05964663427595258	0	0	10.572266666666666	42.60004375451713	PDCD10;VPS11
GO_Biological_Process_2018	epiboly involved in wound healing (GO:0090505)	1/14	0.018740936449241897	0.05964663427595258	0	0	59.053254437869825	234.8574522333829	PDCD10
GO_Biological_Process_2018	regulation of lymphocyte differentiation (GO:0045619)	1/14	0.018740936449241897	0.05964663427595258	0	0	59.053254437869825	234.8574522333829	PRDM1
GO_Biological_Process_2018	cellular response to osmotic stress (GO:0071470)	1/14	0.018740936449241897	0.05964663427595258	0	0	59.053254437869825	234.8574522333829	CAB39
GO_Biological_Process_2018	interleukin-6-mediated signaling pathway (GO:0070102)	1/14	0.018740936449241897	0.05964663427595258	0	0	59.053254437869825	234.8574522333829	STAT3
GO_Biological_Process_2018	retrograde transport, endosome to plasma membrane (GO:1990126)	1/14	0.018740936449241897	0.05964663427595258	0	0	59.053254437869825	234.8574522333829	VPS39
GO_Biological_Process_2018	negative regulation of cation transmembrane transport (GO:1904063)	1/14	0.018740936449241897	0.05964663427595258	0	0	59.053254437869825	234.8574522333829	CAB39
GO_Biological_Process_2018	negative regulation of Rho protein signal transduction (GO:0035024)	1/14	0.018740936449241897	0.05964663427595258	0	0	59.053254437869825	234.8574522333829	FLCN
GO_Biological_Process_2018	negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)	1/14	0.018740936449241897	0.05964663427595258	0	0	59.053254437869825	234.8574522333829	PDCD10
GO_Biological_Process_2018	regulation of histone modification (GO:0031056)	1/14	0.018740936449241897	0.05964663427595258	0	0	59.053254437869825	234.8574522333829	FLCN
GO_Biological_Process_2018	positive regulation of peptidyl-lysine acetylation (GO:2000758)	1/15	0.02006655846437807	0.06207505468887047	0	0	54.83241758241758	214.32350391457592	TADA2B
GO_Biological_Process_2018	JAK-STAT cascade involved in growth hormone signaling pathway (GO:0060397)	1/15	0.02006655846437807	0.06207505468887047	0	0	54.83241758241758	214.32350391457592	STAT3
GO_Biological_Process_2018	positive regulation of stress-activated protein kinase signaling cascade (GO:0070304)	1/15	0.02006655846437807	0.06207505468887047	0	0	54.83241758241758	214.32350391457592	PDCD10
GO_Biological_Process_2018	regulation of energy homeostasis (GO:2000505)	1/16	0.021390456093790672	0.06495633914719919	0	0	51.17435897435898	196.75570930498648	FLCN
GO_Biological_Process_2018	protein localization to chromatin (GO:0071168)	1/16	0.021390456093790672	0.06495633914719919	0	0	51.17435897435898	196.75570930498648	MAU2
GO_Biological_Process_2018	negative regulation of transcription, DNA-templated (GO:0045892)	4/813	0.02259549374361072	0.0659463247259394	0	0	4.119739882839792	15.613833866696506	FLCN;BTAF1;STAT3;PRDM1
GO_Biological_Process_2018	regulation of early endosome to late endosome transport (GO:2000641)	1/17	0.02271263147660753	0.0659463247259394	0	0	47.97355769230769	181.5719549673859	VPS11
GO_Biological_Process_2018	rRNA catabolic process (GO:0016075)	1/17	0.02271263147660753	0.0659463247259394	0	0	47.97355769230769	181.5719549673859	DIS3L
GO_Biological_Process_2018	regulation of cellular protein catabolic process (GO:1903362)	1/17	0.02271263147660753	0.0659463247259394	0	0	47.97355769230769	181.5719549673859	VPS11
GO_Biological_Process_2018	positive regulation of cellular protein catabolic process (GO:1903364)	1/17	0.02271263147660753	0.0659463247259394	0	0	47.97355769230769	181.5719549673859	VPS11
GO_Biological_Process_2018	positive regulation of MAP kinase activity (GO:0043406)	2/177	0.023646278436199764	0.06806015793375758	0	0	9.050514285714286	33.8900990729171	PDCD10;MAP2K6
GO_Biological_Process_2018	positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)	1/19	0.02535182406329611	0.06896396775362712	0	0	42.638888888888886	156.69384876205734	FLCN
GO_Biological_Process_2018	cellular response to interleukin-7 (GO:0098761)	1/19	0.02535182406329611	0.06896396775362712	0	0	42.638888888888886	156.69384876205734	STAT3
GO_Biological_Process_2018	positive regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902895)	1/19	0.02535182406329611	0.06896396775362712	0	0	42.638888888888886	156.69384876205734	STAT3
GO_Biological_Process_2018	positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	1/19	0.02535182406329611	0.06896396775362712	0	0	42.638888888888886	156.69384876205734	FLCN
GO_Biological_Process_2018	interleukin-7-mediated signaling pathway (GO:0038111)	1/19	0.02535182406329611	0.06896396775362712	0	0	42.638888888888886	156.69384876205734	STAT3
GO_Biological_Process_2018	positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	4/848	0.025906543947072758	0.06896396775362712	0	0	3.9416855553266017	14.400000911069586	FLCN;MED13;STAT3;CCNC
GO_Biological_Process_2018	neutrophil degranulation (GO:0043312)	3/479	0.02607672494332808	0.06896396775362712	0	0	5.120010504201682	18.671204396733696	CAB39;LAMTOR2;LAMTOR3
GO_Biological_Process_2018	neutrophil activation involved in immune response (GO:0002283)	3/483	0.0266418873148967	0.06896396775362712	0	0	5.076302083333333	18.402968652042688	CAB39;LAMTOR2;LAMTOR3
GO_Biological_Process_2018	positive regulation of gene silencing by miRNA (GO:2000637)	1/20	0.02666884553614584	0.06896396775362712	0	0	40.39271255060729	146.39366123411943	STAT3
GO_Biological_Process_2018	regulation of vacuole organization (GO:0044088)	1/20	0.02666884553614584	0.06896396775362712	0	0	40.39271255060729	146.39366123411943	VPS16
GO_Biological_Process_2018	growth hormone receptor signaling pathway (GO:0060396)	1/20	0.02666884553614584	0.06896396775362712	0	0	40.39271255060729	146.39366123411943	STAT3
GO_Biological_Process_2018	eye morphogenesis (GO:0048592)	1/20	0.02666884553614584	0.06896396775362712	0	0	40.39271255060729	146.39366123411943	STAT3
GO_Biological_Process_2018	wound healing, spreading of cells (GO:0044319)	1/20	0.02666884553614584	0.06896396775362712	0	0	40.39271255060729	146.39366123411943	PDCD10
GO_Biological_Process_2018	negative regulation of apoptotic process (GO:0043066)	3/485	0.02692695762070652	0.06909165094925472	0	0	5.054719917012449	18.270928869489275	PDCD10;STAT3;LAMTOR5
GO_Biological_Process_2018	neutrophil mediated immunity (GO:0002446)	3/487	0.02721368709993426	0.06929023407752492	0	0	5.033316115702481	18.140248604922306	CAB39;LAMTOR2;LAMTOR3
GO_Biological_Process_2018	positive regulation of histone acetylation (GO:0035066)	1/21	0.027984153316513983	0.07017238445277371	0	0	38.37115384615385	137.21973105106596	TADA2B
GO_Biological_Process_2018	negative regulation of ion transmembrane transporter activity (GO:0032413)	1/21	0.027984153316513983	0.07017238445277371	0	0	38.37115384615385	137.21973105106596	CAB39
GO_Biological_Process_2018	positive regulation of erythrocyte differentiation (GO:0045648)	1/22	0.02929774952619912	0.07130555215567577	0	0	36.54212454212454	129.00263688319484	STAT3
GO_Biological_Process_2018	STAT cascade (GO:0097696)	1/22	0.02929774952619912	0.07130555215567577	0	0	36.54212454212454	129.00263688319484	STAT3
GO_Biological_Process_2018	negative regulation of sprouting angiogenesis (GO:1903671)	1/22	0.02929774952619912	0.07130555215567577	0	0	36.54212454212454	129.00263688319484	PDCD10
GO_Biological_Process_2018	ncRNA catabolic process (GO:0034661)	1/22	0.02929774952619912	0.07130555215567577	0	0	36.54212454212454	129.00263688319484	DIS3L
GO_Biological_Process_2018	regulation of cell growth (GO:0001558)	2/201	0.02991755806812492	0.07185666394996541	0	0	7.9493467336683405	27.89671995548153	FLCN;LAMTOR2
GO_Biological_Process_2018	regulation of cell size (GO:0008361)	1/23	0.030609636304970163	0.07185666394996541	0	0	34.87937062937063	121.60484715637173	LAMTOR5
GO_Biological_Process_2018	autophagosome maturation (GO:0097352)	1/23	0.030609636304970163	0.07185666394996541	0	0	34.87937062937063	121.60484715637173	VPS16
GO_Biological_Process_2018	cellular response to interleukin-6 (GO:0071354)	1/23	0.030609636304970163	0.07185666394996541	0	0	34.87937062937063	121.60484715637173	STAT3
GO_Biological_Process_2018	TOR signaling (GO:0031929)	1/23	0.030609636304970163	0.07185666394996541	0	0	34.87937062937063	121.60484715637173	FLCN
GO_Biological_Process_2018	positive regulation of signal transduction (GO:0009967)	2/206	0.031299417552219	0.07295850147735554	0	0	7.7525490196078435	26.856037574808436	PDCD10;STAT3
GO_Biological_Process_2018	positive regulation of endopeptidase activity (GO:0010950)	1/24	0.03191981578702488	0.07332376014739438	0	0	33.36120401337793	114.91361059553887	STAT3
GO_Biological_Process_2018	cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	1/24	0.03191981578702488	0.07332376014739438	0	0	33.36120401337793	114.91361059553887	MAP2K6
GO_Biological_Process_2018	positive regulation of peptidyl-threonine phosphorylation (GO:0010800)	1/25	0.03322829009700652	0.07332376014739438	0	0	31.96955128205128	108.83565874121031	CAB39
GO_Biological_Process_2018	glial cell differentiation (GO:0010001)	1/25	0.03322829009700652	0.07332376014739438	0	0	31.96955128205128	108.83565874121031	STAT3
GO_Biological_Process_2018	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	1/25	0.03322829009700652	0.07332376014739438	0	0	31.96955128205128	108.83565874121031	MAP2K6
GO_Biological_Process_2018	regulation of potassium ion transmembrane transporter activity (GO:1901016)	1/25	0.03322829009700652	0.07332376014739438	0	0	31.96955128205128	108.83565874121031	CAB39
GO_Biological_Process_2018	negative regulation of cellular protein localization (GO:1903828)	1/25	0.03322829009700652	0.07332376014739438	0	0	31.96955128205128	108.83565874121031	FLCN
GO_Biological_Process_2018	in utero embryonic development (GO:0001701)	1/25	0.03322829009700652	0.07332376014739438	0	0	31.96955128205128	108.83565874121031	FLCN
GO_Biological_Process_2018	regulation of cell cycle (GO:0051726)	2/215	0.03384980987183882	0.07420057660648112	0	0	7.4215962441314565	25.12820306980063	STAT3;MAP2K6
GO_Biological_Process_2018	regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902893)	1/26	0.034535061360654686	0.07471310660376929	0	0	30.68923076923077	103.29320526635195	STAT3
GO_Biological_Process_2018	positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	1/26	0.034535061360654686	0.07471310660376929	0	0	30.68923076923077	103.29320526635195	CCNC
GO_Biological_Process_2018	regulation of protein localization to nucleus (GO:1900180)	1/27	0.03584013171184842	0.0770330103676742	0	0	29.507396449704146	98.22088743474232	FLCN
GO_Biological_Process_2018	regulation of TORC1 signaling (GO:1903432)	1/28	0.037143503267645234	0.07781328849107957	0	0	28.413105413105413	93.56340148780022	RRAGC
GO_Biological_Process_2018	lytic vacuole organization (GO:0080171)	1/28	0.037143503267645234	0.07781328849107957	0	0	28.413105413105413	93.56340148780022	VPS11
